SMILES,pIC50,mol,num_atoms,logP
ClC(Cl)(Cl)c1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31192a0>,18,5.3517
Nc1n[n+]([O-])c2cc(OCC(O)CO)ccc2[n+]1[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119310>,19,-2.184199999999999
CC(C)(C)n1ccnc1CN=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119380>,12,1.9044999999999999
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCC[N+]1([O-])CCOCC1)C(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31193f0>,57,4.687100000000007
Cc1cc(OCCN(C)C)c(C(C)C)cc1OS(=O)(=O)C12CCC(CC1=O)C2(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119460>,30,3.9152200000000033
CSCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a31194d0>,20,0.6908999999999998
CCCCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119540>,32,2.9998000000000014
CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0.8,<rdkit.Chem.rdchem.Mol object at 0x7f59a31195b0>,32,0.09960000000000468
CCOC(=O)Cc1ccc(O)c2ncccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119620>,17,2.046
O=[N+]([O-])C=C1NCCN1Cc1ccc(Cl)nc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119690>,17,1.2157999999999995
Cc1ccc(NC(=O)c2[nH]nc(C)c2[N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119700>,19,2.1870399999999997
CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c1ccccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119770>,24,4.0648000000000035
CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31197e0>,22,3.531620000000003
CC(C)NC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119850>,30,2.858900000000001
COC(=O)c1cnc(Cl)cn1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a31198c0>,11,0.9165999999999999
CCNc1nc(SC)nc(C(Cl)(Cl)Cl)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119930>,15,2.8520000000000003
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a31199a0>,16,1.5250000000000001
O=[N+]([O-])C=C1SCCN1Cc1ccc(Cl)nc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119a10>,17,2.3594
CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119a80>,28,2.0802999999999994
OCCOc1ccccc1Cl,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119af0>,11,1.7110999999999998
Cc1ncnc2c1ncn2C1CCC(CO)O1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119b60>,17,0.8046199999999999
CSc1nc(Nc2ccc(Cl)cc2)nc(C(Cl)(Cl)Cl)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119bd0>,20,4.8172000000000015
CC(C)CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119c40>,33,3.886700000000003
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119cb0>,17,0.8802000000000001
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)CNC(=O)c3ccccc3)C(C)=C1C2(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119d20>,56,1.9944000000000008
CC(O)COc1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119d90>,11,1.4462
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119e00>,23,3.840040000000003
Cc1ccc(Cl)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119e70>,9,2.9568400000000015
CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119ee0>,29,2.4703999999999997
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119f50>,34,3.6507000000000023
Cc1cccc(OCCO)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119fc0>,11,1.3661199999999998
CCN1C(=O)C(=O)c2cccc(OC)c2C1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a030>,17,0.8802000000000001
COCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a0a0>,20,-0.025700000000000445
CSCCC(NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,0.35,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a110>,23,0.4570000000000004
Clc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a180>,22,6.329600000000001
CCN1C(=O)C(=O)c2c(C#N)cccc2C1=O,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a1f0>,17,0.7432800000000002
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a260>,23,4.185020000000003
CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a2d0>,30,2.860500000000001
CC(C)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a340>,31,3.1065000000000014
CCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a3b0>,29,1.8294999999999997
Cc1cc(C)cc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a420>,9,2.9568400000000015
CN(C)N=Nc1cccc(C(N)=O)c1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a490>,14,1.3458
CSCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a500>,19,0.3008
CCC(C)C(NC(=O)C(CCCN)NC(C)=O)C(=O)NC(C(N)=O)C(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a570>,27,-0.612999999999996
CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a5e0>,27,-0.7199999999999964
CCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a650>,31,3.250600000000002
COC(=O)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a6c0>,32,1.6234999999999993
Cc1[nH]c2cccc3c2c1CC1NCC(C(=O)NC2(C(C)C)OC4(O)C5CCCN5C(=O)C(C(C)C)N4C2=O)C=C31,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a730>,41,2.00642
O=C(NCCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a7a0>,19,-0.6798000000000004
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a810>,34,-0.5019299999999949
O=[N+]([O-])c1ncn(CC(F)(F)CO)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a880>,14,-0.1861000000000001
CN1C(=O)CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a8f0>,23,3.062000000000001
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a960>,32,3.6407000000000025
CCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a311a9d0>,28,1.4393999999999998
CC(=O)OCC(O)Cn1ccnc1[N+](=O)[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a311aa40>,16,-0.2847000000000004
CSCCC(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311aab0>,19,-0.12969999999999926
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(C)O)C(C)=C1C2(C)C,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ab20>,47,1.5842999999999994
Oc1ccc(O)c2ncccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ab90>,12,1.6459999999999997
OCCOc1ccc(Cl)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ac00>,11,1.7110999999999998
CC(O)COc1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ac70>,12,2.0995999999999997
O=Cc1ccc(O)c2ncccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ace0>,13,1.7529
CCOC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ad50>,20,1.0483000000000002
CC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a311adc0>,27,1.0493000000000001
OCc1ccc(O)c2ncccc12,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ae30>,13,1.4326999999999999
COCC(Cn1ccnc1[N+](=O)[O-])OC,0.35,<rdkit.Chem.rdchem.Mol object at 0x7f59a311aea0>,15,0.4527000000000001
COCCCNC(=S)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a311af10>,20,0.7751000000000001
COCC(F)Cn1cnc([N+](=O)[O-])n1,0.67,<rdkit.Chem.rdchem.Mol object at 0x7f59a311af80>,14,0.17080000000000006
OCC1CCC(n2cnc3cncnc32)O1,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a311aff0>,16,0.4962
O=[N+]([O-])c1cnc(C=Cc2ccccc2)n1CCO,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b060>,19,1.9539999999999993
CCN1C(=O)C(=O)c2c(cccc2[N+](=O)[O-])C1=O,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b0d0>,18,0.7798
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b140>,32,0.36380000000000445
CC1(C)SC2C(NC(=O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b1b0>,31,1.8716999999999997
CCOc1ccc(C2(C(=O)OC)CC2(Cl)Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b220>,18,3.0737000000000014
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b290>,31,-0.026299999999995327
CCN(CC)S(=O)(=O)N(CC)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b300>,28,2.698500000000001
Nc1ncnc2c1ncn2C1OC(CO)CC1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b370>,18,-0.9508000000000008
Nc1ncc(Cc2cccc(Cl)c2Cl)c(N)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b3e0>,17,2.5385999999999997
CCC(C)C(NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b450>,28,-0.4870999999999956
CC(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b4c0>,31,-0.02629999999999455
C#CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b530>,30,2.0836999999999994
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b5a0>,19,1.2489999999999999
CC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b610>,21,-0.3636999999999974
CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b680>,31,-0.026299999999995216
OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b6f0>,18,1.0488
CCN1C(=O)C(=O)c2c(OC)cc(OC)cc2C1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b760>,19,0.8888
CCN(CC)C(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b7d0>,22,1.3536000000000001
COCc1ccc(O)c2ncccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b840>,14,2.0867999999999998
CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b8b0>,16,0.6499000000000001
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b920>,25,3.148100000000002
c1ccc(Cn2ncnn2)cc1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a311b990>,12,0.7213999999999998
CN1C(=O)C(=O)c2ccccc2C1=O,0.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ba00>,14,0.48150000000000004
CC(=O)NC(CCCN)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ba70>,20,-0.7537999999999971
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bae0>,20,-1.3266000000000007
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bb50>,31,3.2490000000000014
CCCN1C(=O)C(=O)c2ccccc2C1=O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bbc0>,16,1.2617
CS(=O)(=O)N(c1ccccc1[N+](=O)[O-])S(C)(=O)=O,0.48,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bc30>,18,0.32040000000000013
CC(C)CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bca0>,32,3.4966000000000026
COCC(O)Cn1c(C)cnc1[N+](=O)[O-],0.78,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bd10>,15,0.10702000000000034
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC(=O)C(C)C)c3ccccc3)C2SC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bd80>,29,1.6854
CCN1C(=O)C(=O)c2ccccc2C1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bdf0>,15,0.8716000000000002
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311be60>,24,-0.1670999999999968
COCCN1CCc2cccc(Cl)c2CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bed0>,16,2.3870000000000005
O=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311bf40>,19,2.0563000000000002
COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c040>,19,1.1643
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(N)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c0b0>,27,1.8196
CCN1C(=O)C(=O)c2ccc(Cl)cc2C1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c120>,16,1.5250000000000001
CC(O)CNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c190>,19,-0.6814000000000007
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c200>,24,-0.16709999999999858
Nc1ncnc2c1nc(F)n2C1CCC(CO)O1,0.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c270>,18,0.21749999999999986
OCC1CC(F)C(n2cnc3c(Br)ncnc32)O1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c2e0>,18,1.2066999999999999
CC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c350>,31,-0.2904999999999975
CC(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c3c0>,32,0.3638000000000051
CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c430>,31,-0.2904999999999966
Oc1ccc(I)c2cccnc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c4a0>,12,2.545000000000001
Oc1ccc(F)c2cccnc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c510>,12,2.0794999999999995
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c580>,17,1.5077
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccc([N+](=O)[O-])cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c5f0>,37,3.558900000000002
CC1(c2ccccc2)OC(=O)NC1=O,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c660>,14,1.1682
CN(C)N=Nc1ccc([N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c6d0>,14,2.1551
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c740>,16,1.2601
COCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c7b0>,19,-0.41580000000000084
CC(=O)c1ccc(O)c2ncccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c820>,14,2.143
Cc1ccc(C(=O)OCCN(C)C)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c890>,15,1.71342
CCCCN1C(=O)C(=O)c2ccccc2C1=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c900>,17,1.6518
N#CN=C1NCCN1Cc1cccnc1,0.47,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c970>,15,0.3238799999999997
COC(C)(C(=O)O)c1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311c9e0>,13,1.6328
Cn1c([N+](=O)[O-])cnc1C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ca50>,12,-0.5728000000000002
COc1cc(Cc2cnc(N)nc2N)cc(Br)c1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cac0>,20,2.0115
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,0.8,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cb30>,20,0.09589999999999982
CC1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,0.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cba0>,24,0.20919999999999978
CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cc10>,28,-0.4870999999999965
O=C(CCn1ccnc1[N+](=O)[O-])NCCO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cc80>,16,-0.7101000000000002
CCCCc1ccc(C(=O)OCCN(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ccf0>,18,2.747600000000001
CCC(C)N1C(=O)C(=O)c2ccccc2C1=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cd60>,17,1.6502000000000001
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCCl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cdd0>,30,2.689300000000001
O=C(NCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ce40>,18,-1.0699000000000007
CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311ceb0>,26,3.7031000000000027
CCN1C(=O)C(=O)c2cc3ccccc3cc2C1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cf20>,19,2.0248
Nc1nc(Cl)c2ncn(C3OC(CO)CC3F)c2n1,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a311cf90>,19,0.6798
O=C(Cc1ccccc1)NCCNCC(O)COCc1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d000>,25,1.5125999999999995
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d070>,30,1.97408
N#CCc1ccc(O)c2ncccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d0e0>,14,2.00648
COc1ncnc2c1ncn2C1OC(CO)CC1F,0.35,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d150>,19,0.45280000000000004
S=C(NN=Cc1ccc[nH]1)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d1c0>,17,2.3352000000000004
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CF,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d230>,25,4.919100000000005
O=[N+]([O-])c1ncn[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d2a0>,8,-0.2871000000000001
CC(CCC(N)=O)n1nnc2ccccc21,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d310>,16,1.2577999999999996
CCOc1ccc(C2(C(=O)OC)CC(F)(F)C2(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d380>,21,3.1704000000000017
CC(C)(C)C(COc1ccc(S(C)(=O)=O)cc1)OC(=O)n1ccnc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d3f0>,25,2.7650000000000015
CCCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d460>,33,4.030800000000003
CN(C)N=Nc1ccc(S(C)(=O)=O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d4d0>,15,1.6504
COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d540>,19,1.1643
CN(C)N=Nc1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d5b0>,15,3.2657000000000016
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d620>,15,1.2811
COc1cc(S(C)=O)ccc1-c1nc2ccccc2[nH]1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d690>,20,2.975900000000001
CCOc1ncnc2c1ncn2C1OC(CO)CC1F,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d700>,20,0.8429
CCC(C)C(NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d770>,31,-0.29049999999999637
COC(=O)C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d7e0>,30,1.9339
COC(=O)c1ccccc1CS(=O)(=O)Nc1nc(OC)cc(OC)n1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d850>,25,1.2222999999999997
COC(O)Cn1c(Br)cnc1[N+](=O)[O-],0.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d8c0>,14,0.5186
CCN1C(=O)C(=O)c2ccc(OC)cc2C1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d930>,17,0.8802000000000001
CN1C=CCC1c1cccnc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a311d9a0>,12,1.9719
c1ccc(Cn2cnnn2)cc1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a311da10>,12,0.7213999999999998
