From	Entry
9606.ENSP00000323889	Q14258
9606.ENSP00000262519	O15047
9606.ENSP00000482245	Q9UI36
9606.ENSP00000448182	Q8TC07
9606.ENSP00000233630	Q9BSM1
9606.ENSP00000375810	Q6P597
9606.ENSP00000351273	Q14790
9606.ENSP00000354874	O43236
9606.ENSP00000367939	O14949
9606.ENSP00000321221	Q9NRF2
9606.ENSP00000295121	Q96MX6
9606.ENSP00000362649	Q13547
9606.ENSP00000417273	P16333
9606.ENSP00000345824	O95153
9606.ENSP00000420321	Q9Y6N7
9606.ENSP00000227451	Q9Y2E6
9606.ENSP00000258428	Q9UBZ9
9606.ENSP00000350036	Q8NDV3
9606.ENSP00000359939	Q9Y3B2
9606.ENSP00000233809	P18065
9606.ENSP00000166345	Q15645
9606.ENSP00000303584	Q9Y5N5
9606.ENSP00000308236	Q8N668
9606.ENSP00000369391	O75818
9606.ENSP00000365891	P42768
9606.ENSP00000399511	Q9UKE5
9606.ENSP00000386043	Q14766
9606.ENSP00000280098	Q6IQ16
9606.ENSP00000262904	O00716
9606.ENSP00000338235	Q86UE4
9606.ENSP00000317331	P51571
9606.ENSP00000293883	Q96S15
9606.ENSP00000260356	P07996
9606.ENSP00000280772	Q12955
9606.ENSP00000339524	O76075
9606.ENSP00000389182	P78346
9606.ENSP00000352925	Q9Y4A5
9606.ENSP00000355370	P26441
9606.ENSP00000216802	Q9UL46
9606.ENSP00000257934	Q14674
9606.ENSP00000482753	Q96LT7
9606.ENSP00000334876	Q15835
9606.ENSP00000240922	Q9GZZ1
9606.ENSP00000360944	Q15468
9606.ENSP00000250237	Q9BXR0
9606.ENSP00000360025	P24522
9606.ENSP00000351250	Q9UPN9
9606.ENSP00000350512	Q92905
9606.ENSP00000399982	P49848
9606.ENSP00000380921	Q96B97
9606.ENSP00000385958	P62263
9606.ENSP00000296509	Q13257
9606.ENSP00000364885	Q13105
9606.ENSP00000323588	P48431
9606.ENSP00000261900	O60563
9606.ENSP00000362334	P49721
9606.ENSP00000358541	Q9BRV8
9606.ENSP00000295731	Q14623
9606.ENSP00000265077	P13611
9606.ENSP00000387100	Q4KMQ1
9606.ENSP00000414359	P25786
9606.ENSP00000347754	P46098
9606.ENSP00000264433	Q9P278
9606.ENSP00000336747	O00291
9606.ENSP00000325919	Q969U7
9606.ENSP00000478699	Q07011
9606.ENSP00000364578	P18615
9606.ENSP00000369965	P20290
9606.ENSP00000280700	Q96IV0
9606.ENSP00000451605	Q01726
9606.ENSP00000311816	Q13127
9606.ENSP00000338191	Q13425
9606.ENSP00000269571	P04626
9606.ENSP00000365858	P15976
9606.ENSP00000257189	P32926
9606.ENSP00000282018	Q9NS75
9606.ENSP00000221138	P62714
9606.ENSP00000358474	P46736
9606.ENSP00000248564	P61952
9606.ENSP00000424565	Q9BYE9
9606.ENSP00000350005	P09681
9606.ENSP00000314080	Q14526
9606.ENSP00000404251	Q14135
9606.ENSP00000288207	O95067
9606.ENSP00000378063	Q8IYM2
9606.ENSP00000294353	Q9C0D3
9606.ENSP00000355500	Q5SW79
9606.ENSP00000341947	Q6MZP7
9606.ENSP00000352358	Q9H1D0
9606.ENSP00000441954	Q99717
9606.ENSP00000409952	Q8N1B4
9606.ENSP00000344220	O15530
9606.ENSP00000351159	O75175
9606.ENSP00000370589	O00567
9606.ENSP00000262554	O15269
9606.ENSP00000370003	O60238
9606.ENSP00000381034	O14544
9606.ENSP00000365745	Q14247
9606.ENSP00000362353	P43220
9606.ENSP00000295240	Q8N3I7
9606.ENSP00000160262	P32942
9606.ENSP00000327821	O43592
9606.ENSP00000304895	P35568
9606.ENSP00000359606	Q9NWK9
9606.ENSP00000427687	O75083
9606.ENSP00000361540	Q12834
9606.ENSP00000432561	P15516
9606.ENSP00000431512	Q00613
9606.ENSP00000479598	Q9BSD3
9606.ENSP00000296255	P04843
9606.ENSP00000293825	O43508
9606.ENSP00000333667	P34897
9606.ENSP00000338283	Q99743
9606.ENSP00000270139	P17181
9606.ENSP00000385749	P31321
9606.ENSP00000457723	Q15287
9606.ENSP00000358723	P62834
9606.ENSP00000389140	P43146
9606.ENSP00000296387	Q8N6F1
9606.ENSP00000262653	O43439
9606.ENSP00000294728	P19320
9606.ENSP00000011619	Q96S59
9606.ENSP00000225525	O14907
9606.ENSP00000346697	Q96LC9
9606.ENSP00000261461	Q15172
9606.ENSP00000340361	Q13705
9606.ENSP00000358812	Q14690
9606.ENSP00000253023	P61081
9606.ENSP00000391211	P35998
9606.ENSP00000331369	Q53S33
9606.ENSP00000231498	O75694
9606.ENSP00000350348	Q14831
9606.ENSP00000405574	Q9BZK7
9606.ENSP00000386023	P41223
9606.ENSP00000285968	Q92621
9606.ENSP00000346206	Q03518
9606.ENSP00000247470	Q9ULZ3
9606.ENSP00000287820	P37231
9606.ENSP00000479910	P55198
9606.ENSP00000245934	Q92797
9606.ENSP00000362287	Q9H9G7
9606.ENSP00000261191	Q9NVM9
9606.ENSP00000377061	Q9UIW2
9606.ENSP00000319883	Q9UHX3
9606.ENSP00000452877	Q92610
9606.ENSP00000323047	Q9BT17
9606.ENSP00000410818	Q15013
9606.ENSP00000392025	Q9NQC7
9606.ENSP00000367817	O00592
9606.ENSP00000379339	P62273
9606.ENSP00000261558	Q9H0R1
9606.ENSP00000272321	O95876
9606.ENSP00000364016	P28062
9606.ENSP00000378577	O15551
9606.ENSP00000359575	P61968
9606.ENSP00000228463	Q14242
9606.ENSP00000298386	Q8WXD0
9606.ENSP00000483345	Q7Z4V5
9606.ENSP00000359085	Q9Y2I2
9606.ENSP00000354346	P43243
9606.ENSP00000228468	P78348
9606.ENSP00000327959	Q15583
9606.ENSP00000339795	P18124
9606.ENSP00000450864	Q6IN85
9606.ENSP00000474096	Q92804
9606.ENSP00000376609	P34947
9606.ENSP00000257177	Q5TAX3
9606.ENSP00000483921	P81877
9606.ENSP00000435412	Q15418
9606.ENSP00000360798	P42566
9606.ENSP00000360475	Q8N5I2
9606.ENSP00000359531	Q00403
9606.ENSP00000243108	P09630
9606.ENSP00000357998	Q9UGP8
9606.ENSP00000472249	O60234
9606.ENSP00000368253	P51843
9606.ENSP00000419494	Q8N488
9606.ENSP00000354394	P42224
9606.ENSP00000289359	Q8WV92
9606.ENSP00000231668	H0YBK7
9606.ENSP00000285071	Q8NFG4
9606.ENSP00000305133	O75159
9606.ENSP00000367220	P61160
9606.ENSP00000331487	Q8TAT6
9606.ENSP00000343325	Q16512
9606.ENSP00000268876	Q8IWX7
9606.ENSP00000273668	Q96CJ1
9606.ENSP00000377958	P50991
9606.ENSP00000328059	Q9NVW2
9606.ENSP00000358814	O43865
9606.ENSP00000215057	P28698
9606.ENSP00000215095	P61266
9606.ENSP00000484525	Q9Y5B0
9606.ENSP00000426103	Q96AX9
9606.ENSP00000325448	Q15046
9606.ENSP00000460871	O76021
9606.ENSP00000328269	Q9P0W2
9606.ENSP00000308219	Q6NW40
9606.ENSP00000376902	Q8N9N5
9606.ENSP00000356465	Q13637
9606.ENSP00000299166	O95169
9606.ENSP00000420294	Q8NDX5
9606.ENSP00000377941	P12814
9606.ENSP00000481920	O75586
9606.ENSP00000296564	Q9Y2F5
9606.ENSP00000297904	O43915
9606.ENSP00000378402	Q96ST3
9606.ENSP00000261303	P62191
9606.ENSP00000338057	Q8TCC3
9606.ENSP00000361850	P00749
9606.ENSP00000225474	P09919
9606.ENSP00000483484	O95478
9606.ENSP00000371018	O00241
9606.ENSP00000260762	Q8TAG9
9606.ENSP00000262394	Q9Y6I7
9606.ENSP00000370839	Q16585
9606.ENSP00000245817	P41273
9606.ENSP00000369786	O00625
9606.ENSP00000416015	Q7RTP6
9606.ENSP00000238682	P10600
9606.ENSP00000392318	Q9H8E8
9606.ENSP00000307479	Q9HBZ2
9606.ENSP00000263991	Q8NDI1
9606.ENSP00000357591	Q5T215
9606.ENSP00000291568	P04080
9606.ENSP00000384092	P01189
9606.ENSP00000308122	Q9HBG4
9606.ENSP00000284995	Q8NCE0
9606.ENSP00000316845	Q9NR80
9606.ENSP00000466379	O43681
9606.ENSP00000250495	Q15843
9606.ENSP00000267569	Q8WYK2
9606.ENSP00000005587	O75563
9606.ENSP00000256429	Q9UBB5
9606.ENSP00000379612	Q86VP1
9606.ENSP00000381588	O15393
9606.ENSP00000369703	Q13885
9606.ENSP00000297848	Q05707
9606.ENSP00000332963	A6ND01
9606.ENSP00000356405	Q6P1J9
9606.ENSP00000442682	O75689
9606.ENSP00000336769	P43626
9606.ENSP00000380876	O94810
9606.ENSP00000270861	O00444
9606.ENSP00000202556	Q96KQ4
9606.ENSP00000320092	Q99963
9606.ENSP00000253814	Q9BT67
9606.ENSP00000216554	P55010
9606.ENSP00000366997	Q9Y2L1
9606.ENSP00000264260	O95256
9606.ENSP00000356981	Q9UK80
9606.ENSP00000323967	Q969G3
9606.ENSP00000296702	O14776
9606.ENSP00000263208	P54198
9606.ENSP00000248211	P21506
9606.ENSP00000339001	P07437
9606.ENSP00000451030	P49758
9606.ENSP00000315774	O00217
9606.ENSP00000367398	O75161
9606.ENSP00000309439	P17482
9606.ENSP00000482546	O95072
9606.ENSP00000364589	Q13619
9606.ENSP00000242249	O60896
9606.ENSP00000301046	P00709
9606.ENSP00000401645	P05120
9606.ENSP00000445306	P05023
9606.ENSP00000261600	Q96FV9
9606.ENSP00000354777	A7MCY6
9606.ENSP00000450731	Q9UEU0
9606.ENSP00000366563	O00329
9606.ENSP00000238823	Q8NCA5
9606.ENSP00000261973	P49756
9606.ENSP00000299518	P50213
9606.ENSP00000366475	Q2TAZ0
9606.ENSP00000215754	P14174
9606.ENSP00000400646	Q8TCS8
9606.ENSP00000288607	Q9BT73
9606.ENSP00000254322	P25685
9606.ENSP00000311827	Q9HCI7
9606.ENSP00000389168	O14974
9606.ENSP00000275815	P21709
9606.ENSP00000262291	Q96GC9
9606.ENSP00000315680	O00628
9606.ENSP00000220514	O43482
9606.ENSP00000393541	Q9BW83
9606.ENSP00000230449	Q96KP1
9606.ENSP00000308720	P07477
9606.ENSP00000371067	O60674
9606.ENSP00000353731	P27487
9606.ENSP00000342331	Q96B45
9606.ENSP00000379506	P50914
9606.ENSP00000278572	P23396
9606.ENSP00000230048	Q9NPJ3
9606.ENSP00000296140	P32246
9606.ENSP00000325905	Q16629
9606.ENSP00000302114	Q9Y255
9606.ENSP00000416523	Q92854
9606.ENSP00000354566	P07766
9606.ENSP00000220659	Q9HAW0
9606.ENSP00000327694	O94973
9606.ENSP00000261751	P30926
9606.ENSP00000367545	O15350
9606.ENSP00000375986	Q9Y6R4
9606.ENSP00000085219	P20273
9606.ENSP00000263056	P41279
9606.ENSP00000386444	P10523
9606.ENSP00000221972	P11912
9606.ENSP00000263277	Q9NZN4
9606.ENSP00000371194	P33241
9606.ENSP00000246895	P02808
9606.ENSP00000237380	Q9H204
9606.ENSP00000316416	P0DML2
9606.ENSP00000373272	Q2Q1W2
9606.ENSP00000320935	P14672
9606.ENSP00000421491	Q13426
9606.ENSP00000351214	Q9P0U1
9606.ENSP00000308430	O43169
9606.ENSP00000453508	Q9Y4G6
9606.ENSP00000263269	O15399
9606.ENSP00000312624	O15273
9606.ENSP00000346453	Q8TEX9
9606.ENSP00000261308	Q96BP3
9606.ENSP00000314132	Q9UMX3
9606.ENSP00000258424	P10606
9606.ENSP00000263209	Q8WYQ5
9606.ENSP00000315476	Q9NPD3
9606.ENSP00000387286	P62820
9606.ENSP00000360483	Q9BTX1
9606.ENSP00000370695	Q9NV70
9606.ENSP00000348168	P29084
9606.ENSP00000336655	Q7RTN6
9606.ENSP00000323929	P01023
9606.ENSP00000463154	Q9BTT0
9606.ENSP00000405338	Q92835
9606.ENSP00000317039	Q9H9A7
9606.ENSP00000358283	O94874
9606.ENSP00000339917	Q9HBM6
9606.ENSP00000218388	P01033
9606.ENSP00000262746	Q06830
9606.ENSP00000457016	Q8NBZ0
9606.ENSP00000471493	P21462
9606.ENSP00000331152	P50539
9606.ENSP00000221233	Q9NQT4
9606.ENSP00000223321	P25787
9606.ENSP00000355013	Q6PD62
9606.ENSP00000410481	Q06643
9606.ENSP00000411825	Q8WUM4
9606.ENSP00000378181	Q9NPI1
9606.ENSP00000308533	O14893
9606.ENSP00000261405	P04275
9606.ENSP00000370527	P53805
9606.ENSP00000216271	Q969S8
9606.ENSP00000305556	Q15365
9606.ENSP00000221452	Q01201
9606.ENSP00000328511	P22459
9606.ENSP00000370842	O95760
9606.ENSP00000296585	P17301
9606.ENSP00000455265	Q15572
9606.ENSP00000216225	P62877
9606.ENSP00000384264	P29973
9606.ENSP00000356694	P48023
9606.ENSP00000471477	Q9NSA1
9606.ENSP00000458316	Q0VD86
9606.ENSP00000337850	Q9Y664
9606.ENSP00000381064	Q9NVR2
9606.ENSP00000266037	Q8IZD9
9606.ENSP00000447149	Q96RI1
9606.ENSP00000360497	O15541
9606.ENSP00000379999	V9GYS0
9606.ENSP00000387822	Q58F21
9606.ENSP00000261438	P57682
9606.ENSP00000338629	Q9P2R6
9606.ENSP00000368190	O60500
9606.ENSP00000256447	Q99467
9606.ENSP00000419970	P16435
9606.ENSP00000477707	Q13133
9606.ENSP00000411010	Q5QJE6
9606.ENSP00000215829	P62318
9606.ENSP00000377001	O43791
9606.ENSP00000397415	Q8WXF3
9606.ENSP00000466134	P14314
9606.ENSP00000355231	Q14457
9606.ENSP00000480301	Q6DN90
9606.ENSP00000225275	P05164
9606.ENSP00000362387	O95858
9606.ENSP00000397133	Q9UGI9
9606.ENSP00000349547	Q9NS23
9606.ENSP00000454229	Q13286
9606.ENSP00000385096	Q8N5Z5
9606.ENSP00000362092	Q9HB90
9606.ENSP00000294413	P18577
9606.ENSP00000339109	Q9H1A4
9606.ENSP00000317904	P13807
9606.ENSP00000360183	O14662
9606.ENSP00000356967	Q969M1
9606.ENSP00000379891	Q96PC3
9606.ENSP00000352035	O43526
9606.ENSP00000264380	Q9Y2I7
9606.ENSP00000435460	Q5T3P9
9606.ENSP00000321106	P20366
9606.ENSP00000336701	O43502
9606.ENSP00000378163	P49207
9606.ENSP00000376445	P58753
9606.ENSP00000457168	Q5T011
9606.ENSP00000262960	Q86TI2
9606.ENSP00000286307	P83369
9606.ENSP00000353575	Q9NR50
9606.ENSP00000362924	P06396
9606.ENSP00000401566	O95905
9606.ENSP00000364813	Q9Y333
9606.ENSP00000312999	P04899
9606.ENSP00000413697	O60784
9606.ENSP00000237596	Q13563
9606.ENSP00000480053	Q8IV16
9606.ENSP00000267890	Q6IQ55
9606.ENSP00000363642	Q14692
9606.ENSP00000363480	Q92796
9606.ENSP00000237014	P02766
9606.ENSP00000261205	P21579
9606.ENSP00000433459	Q9NS37
9606.ENSP00000371169	Q9Y2P8
9606.ENSP00000449381	Q8IW41
9606.ENSP00000345672	P07858
9606.ENSP00000276062	Q9NX14
9606.ENSP00000299766	P32245
9606.ENSP00000222399	P07942
9606.ENSP00000280979	Q13023
9606.ENSP00000366886	Q9UJP4
9606.ENSP00000296674	P62266
9606.ENSP00000264031	O00526
9606.ENSP00000355566	Q15388
9606.ENSP00000346437	O95352
9606.ENSP00000312002	Q8TDQ0
9606.ENSP00000397908	Q14693
9606.ENSP00000290759	Q96A47
9606.ENSP00000344782	Q5VTD9
9606.ENSP00000257904	P11802
9606.ENSP00000362578	O76064
9606.ENSP00000342082	P03973
9606.ENSP00000478059	G0XQ39
9606.ENSP00000246117	Q969V3
9606.ENSP00000361635	P45880
9606.ENSP00000368215	Q8N5C8
9606.ENSP00000356737	Q5T7V8
9606.ENSP00000297145	Q1RMZ1
9606.ENSP00000361107	P36894
9606.ENSP00000354901	Q07325
9606.ENSP00000416330	Q15582
9606.ENSP00000317469	Q8NFJ9
9606.ENSP00000481126	Q9H270
9606.ENSP00000354972	Q5VZE5
9606.ENSP00000280551	O94855
9606.ENSP00000219255	Q9NPB6
9606.ENSP00000335560	Q86VW2
9606.ENSP00000319622	O00338
9606.ENSP00000360683	P18031
9606.ENSP00000366534	O75593
9606.ENSP00000329466	Q9NRC8
9606.ENSP00000483667	O14646
9606.ENSP00000323300	Q96R06
9606.ENSP00000381859	Q96B49
9606.ENSP00000351591	Q9NZ94
9606.ENSP00000353270	Q96RQ1
9606.ENSP00000360922	O95793
9606.ENSP00000370593	P23468
9606.ENSP00000287239	Q8WYB5
9606.ENSP00000369286	O95711
9606.ENSP00000225792	P17844
9606.ENSP00000427772	Q8IX03
9606.ENSP00000366474	Q9NSA3
9606.ENSP00000369038	O43324
9606.ENSP00000271308	P28066
9606.ENSP00000352608	P21817
9606.ENSP00000311677	Q12972
9606.ENSP00000349436	Q13444
9606.ENSP00000297109	Q9HAJ7
9606.ENSP00000270349	Q01959
9606.ENSP00000320898	Q8IYW5
9606.ENSP00000215980	Q9NSP4
9606.ENSP00000353582	O60462
9606.ENSP00000228641	P23409
9606.ENSP00000281043	P04198
9606.ENSP00000433560	P02511
9606.ENSP00000302830	Q7L5Y9
9606.ENSP00000216366	Q9Y587
9606.ENSP00000363616	Q9BV94
9606.ENSP00000257287	Q66GS9
9606.ENSP00000275732	O75420
9606.ENSP00000361562	P10619
9606.ENSP00000326531	Q86W42
9606.ENSP00000322570	Q07864
9606.ENSP00000285116	Q96BD8
9606.ENSP00000355330	P21980
9606.ENSP00000465419	O95049
9606.ENSP00000299440	P15918
9606.ENSP00000070846	Q99959
9606.ENSP00000447006	Q12860
9606.ENSP00000450482	P30411
9606.ENSP00000363377	P98177
9606.ENSP00000312397	Q9UH77
9606.ENSP00000417980	Q9H9B1
9606.ENSP00000385216	Q15788
9606.ENSP00000455426	Q2M1K9
9606.ENSP00000298767	Q7Z5K2
9606.ENSP00000450540	P01011
9606.ENSP00000370710	Q9H3R0
9606.ENSP00000317691	Q9BUL9
9606.ENSP00000363018	P62906
9606.ENSP00000385205	Q9NRD5
9606.ENSP00000261497	Q9UPT9
9606.ENSP00000349923	Q14657
9606.ENSP00000376475	P10644
9606.ENSP00000374036	Q9Y2J0
9606.ENSP00000485010	P33076
9606.ENSP00000413035	O43251
9606.ENSP00000351671	P78556
9606.ENSP00000383931	P40197
9606.ENSP00000364912	Q96T58
9606.ENSP00000397927	Q9BY77
9606.ENSP00000351933	Q9P2J3
9606.ENSP00000228251	P16989
9606.ENSP00000346050	P61247
9606.ENSP00000328088	Q96IZ0
9606.ENSP00000356355	Q8TDX7
9606.ENSP00000351697	O60673
9606.ENSP00000395012	Q6TFL4
9606.ENSP00000254301	P17931
9606.ENSP00000378563	O15212
9606.ENSP00000368458	P12004
9606.ENSP00000410964	O75477
9606.ENSP00000435233	P28347
9606.ENSP00000156109	Q92917
9606.ENSP00000446872	O43716
9606.ENSP00000351155	Q8WXF7
9606.ENSP00000404220	Q8N6L0
9606.ENSP00000366513	O94985
9606.ENSP00000312664	P42575
9606.ENSP00000480987	P25205
9606.ENSP00000354554	P00156
9606.ENSP00000418259	A0A140T983
9606.ENSP00000316454	Q6VY07
9606.ENSP00000355011	Q12905
9606.ENSP00000263464	Q13489
9606.ENSP00000452521	Q147X3
9606.ENSP00000369647	P01185
9606.ENSP00000364815	P26640
9606.ENSP00000304643	Q8TD86
9606.ENSP00000374309	P25391
9606.ENSP00000220597	Q9NWQ8
9606.ENSP00000338887	Q7L1W4
9606.ENSP00000321573	Q96PD2
9606.ENSP00000384126	Q14392
9606.ENSP00000466121	Q9BTP7
9606.ENSP00000255764	Q9BTT4
9606.ENSP00000350267	Q9ULD4
9606.ENSP00000309565	P07919
9606.ENSP00000349168	P31943
9606.ENSP00000296577	P61221
9606.ENSP00000316338	Q9UQB8
9606.ENSP00000221166	P07197
9606.ENSP00000482306	Q8TAM2
9606.ENSP00000216027	Q8IWL3
9606.ENSP00000364543	Q15477
9606.ENSP00000262640	P51809
9606.ENSP00000306010	P18085
9606.ENSP00000217109	Q05048
9606.ENSP00000341208	P42229
9606.ENSP00000432472	Q8WUW1
9606.ENSP00000441235	P16473
9606.ENSP00000457492	Q86XT9
9606.ENSP00000462664	Q9UNA4
9606.ENSP00000265465	Q14181
9606.ENSP00000333800	Q96LB1
9606.ENSP00000297135	Q9UP83
9606.ENSP00000430945	O14514
9606.ENSP00000375863	Q9BUJ2
9606.ENSP00000263904	O75886
9606.ENSP00000247153	P27918
9606.ENSP00000301788	P62487
9606.ENSP00000380998	Q9HD42
9606.ENSP00000383710	F6S8H2
9606.ENSP00000264108	O14929
9606.ENSP00000368880	Q12778
9606.ENSP00000260191	O95264
9606.ENSP00000359864	O75487
9606.ENSP00000361004	Q14627
9606.ENSP00000257192	Q02413
9606.ENSP00000341289	P68371
9606.ENSP00000354003	P02724
9606.ENSP00000302790	Q96QU8
9606.ENSP00000228495	Q9H3F6
9606.ENSP00000221573	Q13487
9606.ENSP00000304604	Q5TCQ9
9606.ENSP00000229135	P01579
9606.ENSP00000331310	Q9UBU8
9606.ENSP00000251143	Q7Z3J2
9606.ENSP00000285814	Q9BYG3
9606.ENSP00000282185	Q9H0Y0
9606.ENSP00000294309	Q8NHX9
9606.ENSP00000363314	Q9H9Z2
9606.ENSP00000372191	Q9NTG7
9606.ENSP00000416066	P01009
9606.ENSP00000242261	Q15672
9606.ENSP00000261842	Q9UPM8
9606.ENSP00000328207	Q9Y5U5
9606.ENSP00000376568	P58340
9606.ENSP00000286788	P50990
9606.ENSP00000301764	Q16531
9606.ENSP00000251642	Q96C10
9606.ENSP00000271640	Q15047
9606.ENSP00000312631	Q01101
9606.ENSP00000367208	Q9Y2Z0
9606.ENSP00000325002	Q9Y678
9606.ENSP00000261681	Q8N3R9
9606.ENSP00000445175	P00338
9606.ENSP00000351132	J3QLG2
9606.ENSP00000302886	Q9UQ80
9606.ENSP00000233813	P24593
9606.ENSP00000000412	P20645
9606.ENSP00000483946	Q5T6S3
9606.ENSP00000367154	Q15404
9606.ENSP00000263780	Q9UQN3
9606.ENSP00000346964	Q63HQ2
9606.ENSP00000366347	O95096
9606.ENSP00000299565	P30532
9606.ENSP00000349252	P20701
9606.ENSP00000361202	O14654
9606.ENSP00000292782	Q96GG9
9606.ENSP00000358867	P08754
9606.ENSP00000351807	P15502
9606.ENSP00000403701	P32121
9606.ENSP00000354649	Q9H0U3
9606.ENSP00000303145	P49755
9606.ENSP00000240488	Q9BWT6
9606.ENSP00000233057	P19525
9606.ENSP00000452120	Q13683
9606.ENSP00000298542	Q6ZUT3
9606.ENSP00000359098	P14406
9606.ENSP00000458954	Q99567
9606.ENSP00000358327	P55210
9606.ENSP00000421280	Q9HD67
9606.ENSP00000354772	Q9H7P6
9606.ENSP00000319829	Q8N1G0
9606.ENSP00000222247	Q02543
9606.ENSP00000273398	P38606
9606.ENSP00000359506	Q06787
9606.ENSP00000336524	Q96MT8
9606.ENSP00000349156	Q8IUQ4
9606.ENSP00000354671	Q6P0Q8
9606.ENSP00000278833	Q03395
9606.ENSP00000428205	Q969P5
9606.ENSP00000311486	Q96MD2
9606.ENSP00000317468	Q96FZ7
9606.ENSP00000358518	P23610
9606.ENSP00000237642	O95210
9606.ENSP00000181839	Q14004
9606.ENSP00000202017	Q9NUG6
9606.ENSP00000327268	P19404
9606.ENSP00000362873	P51970
9606.ENSP00000278616	Q13315
9606.ENSP00000274629	Q16558
9606.ENSP00000341170	P21246
9606.ENSP00000268711	Q9NWA0
9606.ENSP00000446271	Q8ND56
9606.ENSP00000319341	Q969L4
9606.ENSP00000299601	Q8WVC0
9606.ENSP00000249299	O95777
9606.ENSP00000226317	P80162
9606.ENSP00000040738	Q8NFC6
9606.ENSP00000274457	Q96JP0
9606.ENSP00000386200	O15409
9606.ENSP00000379097	P15514
9606.ENSP00000291574	P48553
9606.ENSP00000307298	Q9UK73
9606.ENSP00000055077	P35250
9606.ENSP00000413496	P61328
9606.ENSP00000244007	P19174
9606.ENSP00000200453	O75807
9606.ENSP00000342235	Q15303
9606.ENSP00000366233	Q9UBS5
9606.ENSP00000478289	P0DP08
9606.ENSP00000263800	P29376
9606.ENSP00000264932	P31040
9606.ENSP00000358363	Q5VU43
9606.ENSP00000367787	P49916
9606.ENSP00000402653	Q9BRX9
9606.ENSP00000272091	Q6IQ49
9606.ENSP00000481249	O14508
9606.ENSP00000255040	P02743
9606.ENSP00000247977	Q9NXK8
9606.ENSP00000336894	Q13506
9606.ENSP00000360609	P08238
9606.ENSP00000314733	Q9H0E2
9606.ENSP00000249363	Q9HBW1
9606.ENSP00000379287	P63104
9606.ENSP00000251968	Q99816
9606.ENSP00000355124	P08727
9606.ENSP00000318351	P21953
9606.ENSP00000289968	Q68EM7
9606.ENSP00000359392	Q587J8
9606.ENSP00000258098	Q9BXF6
9606.ENSP00000443988	Q9H7L9
9606.ENSP00000292363	Q9BV68
9606.ENSP00000232501	Q8WTW4
9606.ENSP00000417498	Q99102
9606.ENSP00000378191	Q12904
9606.ENSP00000393762	Q9Y6P5
9606.ENSP00000363748	P28221
9606.ENSP00000260665	P42704
9606.ENSP00000366898	Q9Y2N7
9606.ENSP00000268668	O96000
9606.ENSP00000381717	P62837
9606.ENSP00000265388	Q9Y5L0
9606.ENSP00000251496	Q9BPX3
9606.ENSP00000225688	Q9Y272
9606.ENSP00000481750	Q9NUS5
9606.ENSP00000218348	P51784
9606.ENSP00000353590	P35580
9606.ENSP00000424417	O43660
9606.ENSP00000433623	Q9Y4K3
9606.ENSP00000256646	Q04721
9606.ENSP00000339976	Q15573
9606.ENSP00000301464	P24592
9606.ENSP00000424007	Q6ZNX1
9606.ENSP00000354111	Q9H3Z4
9606.ENSP00000340644	Q8NHR7
9606.ENSP00000410758	Q9Y4Y9
9606.ENSP00000263753	Q5FBB7
9606.ENSP00000337632	P82979
9606.ENSP00000227667	P02656
9606.ENSP00000294304	O75197
9606.ENSP00000274849	Q9ULW3
9606.ENSP00000291900	Q7Z7L7
9606.ENSP00000337432	Q96PD4
9606.ENSP00000339186	O75791
9606.ENSP00000386541	O00487
9606.ENSP00000420927	Q15119
9606.ENSP00000339381	O14924
9606.ENSP00000370214	Q9BU64
9606.ENSP00000358802	Q03721
9606.ENSP00000346151	Q86UL8
9606.ENSP00000378356	O95235
9606.ENSP00000362036	Q9Y3D3
9606.ENSP00000359385	Q92990
9606.ENSP00000216034	Q9NS69
9606.ENSP00000256010	P30990
9606.ENSP00000477213	O00213
9606.ENSP00000371472	Q8N4C6
9606.ENSP00000240874	O60229
9606.ENSP00000227524	Q9UMS4
9606.ENSP00000228841	P10916
9606.ENSP00000370034	Q9NYK1
9606.ENSP00000321345	Q5VWK5
9606.ENSP00000377944	Q9BVJ6
9606.ENSP00000292408	P22455
9606.ENSP00000261024	Q9NP59
9606.ENSP00000331106	Q7Z412
9606.ENSP00000301587	O75947
9606.ENSP00000358866	P21333
9606.ENSP00000376457	Q9H8V3
9606.ENSP00000260970	Q13427
9606.ENSP00000216455	P25788
9606.ENSP00000283147	P22004
9606.ENSP00000384708	P23945
9606.ENSP00000350075	Q7Z6K5
9606.ENSP00000370671	Q9P2K6
9606.ENSP00000290341	Q9NZI8
9606.ENSP00000228434	Q07108
9606.ENSP00000303231	P29459
9606.ENSP00000385808	Q9Y496
9606.ENSP00000261918	O75326
9606.ENSP00000251127	Q8IZF0
9606.ENSP00000306752	Q9H3K6
9606.ENSP00000307288	P33993
9606.ENSP00000238497	O75351
9606.ENSP00000364839	Q8IXJ9
9606.ENSP00000480798	Q9NV92
9606.ENSP00000325527	P35555
9606.ENSP00000290130	Q9NYP9
9606.ENSP00000283882	Q9UEE9
9606.ENSP00000348565	Q9GZZ9
9606.ENSP00000253462	Q9Y248
9606.ENSP00000221847	Q14213
9606.ENSP00000366135	Q01780
9606.ENSP00000299192	Q7Z4Q2
9606.ENSP00000264039	P35052
9606.ENSP00000354813	P03915
9606.ENSP00000344299	Q7Z6K3
9606.ENSP00000259818	Q9BVA1
